episode_id,agent,maze,total_steps,final_score,foods_eaten,died,avg_dist_to_food,direction_changes,dead_end_entries,path_optimality,steps_per_food,anomaly_score,is_anomaly
35,AStar,Maze1_easy.txt,2000,600,60,0,20.8,111,0,1.0,33.33,0.12922661555843196,0.0
36,AStar,Maze1_easy.txt,2000,520,52,0,24.89,100,0,1.0,38.46,0.1952727915472241,0.0
37,AStar,Maze1_easy.txt,2000,530,53,0,23.844,98,0,1.0,37.74,0.20497623530589953,0.0
38,AStar,Maze1_easy.txt,2000,560,56,0,21.8585,104,0,1.0,35.71,0.1909979367893077,0.0
39,AStar,Maze1_easy.txt,2000,530,53,0,24.9725,97,0,1.0,37.74,0.18813453971651672,0.0
40,AStar,Maze1_easy.txt,2000,540,54,0,24.14,103,0,1.0,37.04,0.19937539504689344,0.0
41,AStar,Maze1_easy.txt,2000,530,53,0,22.7505,97,0,1.0,37.74,0.19906294895701054,0.0
42,AStar,Maze1_easy.txt,2000,540,54,0,23.368,100,0,1.0,37.04,0.20083426149649786,0.0
43,AStar,Maze1_easy.txt,2000,530,53,0,23.222,96,0,1.0,37.74,0.2034601759922554,0.0
44,AStar,Maze1_easy.txt,2000,480,48,0,24.673,93,0,1.0,41.67,0.16283644590219698,0.0
45,AStar,Maze1_easy.txt,2000,550,55,0,24.634,98,0,1.0,36.36,0.18646067073253497,0.0
46,AStar,Maze1_easy.txt,2000,580,58,0,22.335,108,0,1.0,34.48,0.17722830561557357,0.0
47,AStar,Maze1_easy.txt,2000,570,57,0,24.546,99,0,1.0,35.09,0.16801270426429205,0.0
48,AStar,Maze1_easy.txt,2000,550,55,0,23.8385,104,0,1.0,36.36,0.19982860341860076,0.0
49,AStar,Maze1_easy.txt,2000,480,48,0,25.101,91,0,1.0,41.67,0.15720322819837845,0.0
50,AStar,Maze1_easy.txt,2000,540,54,0,23.464,102,0,1.0,37.04,0.20112495915396933,0.0
51,AStar,Maze1_easy.txt,2000,500,50,0,24.9795,95,0,1.0,40.0,0.1793085760941736,0.0
52,AStar,Maze1_easy.txt,2000,550,55,0,22.437,102,0,1.0,36.36,0.2002122527409519,0.0
53,AStar,Maze1_easy.txt,2000,520,52,0,25.145,96,0,1.0,38.46,0.18743573559127125,0.0
54,AStar,Maze1_easy.txt,2000,590,59,0,22.352,107,0,1.0,33.9,0.16462731212248333,0.0
55,AStar,Maze1_easy.txt,2000,560,56,0,22.1545,104,0,1.0,35.71,0.19591692339345218,0.0
56,AStar,Maze1_easy.txt,2000,560,56,0,22.6205,108,0,1.0,35.71,0.20115083118932064,0.0
57,AStar,Maze1_easy.txt,2000,580,58,0,21.142,111,0,1.0,34.48,0.15437195816751403,0.0
58,AStar,Maze1_easy.txt,2000,610,61,0,20.8505,108,0,1.0,32.79,0.11123578073326174,0.0
59,AStar,Maze1_easy.txt,2000,630,63,0,21.476,112,0,1.0,31.75,0.08373308159110815,0.0
60,AStar,Maze1_easy.txt,2000,620,62,0,20.7755,118,0,1.0,32.26,0.10707227779851375,0.0
61,AStar,Maze1_easy.txt,2000,560,56,0,21.953,108,0,1.0,35.71,0.19392614886887605,0.0
62,AStar,Maze1_easy.txt,2000,600,60,0,21.4115,113,0,1.0,33.33,0.13477272797992274,0.0
63,AStar,Maze1_easy.txt,2000,590,59,0,22.764,104,0,1.0,33.9,0.16170174356072542,0.0
64,AStar,Maze1_easy.txt,2000,540,54,0,23.3225,102,0,1.0,37.04,0.20418347686520644,0.0
65,AStar,Maze1_easy.txt,2000,560,56,0,22.955,104,0,1.0,35.71,0.20035044005378583,0.0
66,AStar,Maze1_easy.txt,2000,590,59,0,21.607,113,0,1.0,33.9,0.16517410658278198,0.0
67,AStar,Maze1_easy.txt,2000,540,54,0,22.5975,102,0,1.0,37.04,0.20372773029462998,0.0
68,AStar,Maze1_easy.txt,2000,640,64,0,21.303,117,0,1.0,31.25,0.06384276704798741,0.0
69,AStar,Maze1_easy.txt,2000,600,60,0,21.229,110,0,1.0,33.33,0.134357635426961,0.0
70,AStar,Maze1_easy.txt,2000,560,56,0,23.7945,105,0,1.0,35.71,0.19148228421816454,0.0
71,AStar,Maze1_easy.txt,2000,560,56,0,22.842,107,0,1.0,35.71,0.19894810731469786,0.0
72,AStar,Maze1_easy.txt,1066,300,30,0,21.8696,52,0,1.0,35.53,-0.009302609422604413,1.0
73,AStar,Maze1_easy.txt,2000,500,50,0,24.6695,97,0,1.0,40.0,0.18063306843324256,0.0
74,AStar,Maze1_easy.txt,2000,550,55,0,23.54,104,0,1.0,36.36,0.2007835752055832,0.0
75,AStar,Maze1_easy.txt,2000,500,50,0,24.455,91,0,1.0,40.0,0.17399133832599112,0.0
76,AStar,Maze1_easy.txt,2000,540,54,0,22.8375,100,0,1.0,37.04,0.20159112033640053,0.0
77,AStar,Maze1_easy.txt,2000,620,62,0,20.1625,112,0,1.0,32.26,0.09393968513454842,0.0
78,AStar,Maze1_easy.txt,2000,490,49,0,24.2415,94,0,1.0,40.82,0.18016338670925952,0.0
79,AStar,Maze1_easy.txt,579,160,16,0,24.734,30,0,1.0,36.19,0.017709000376754158,0.0
80,AStar,Maze1_easy.txt,2000,620,62,0,20.412,114,0,1.0,32.26,0.09666906644412732,0.0
81,AStar,Maze1_easy.txt,2000,540,54,0,23.845,100,0,1.0,37.04,0.19962283801397568,0.0
82,AStar,Maze1_easy.txt,2000,610,61,0,21.5355,117,0,1.0,32.79,0.1244529929253958,0.0
83,AStar,Maze1_easy.txt,2000,610,61,0,20.6165,114,0,1.0,32.79,0.10881613887747771,0.0
84,AStar,Maze1_easy.txt,2000,610,61,0,20.6395,112,0,1.0,32.79,0.10980126204812746,0.0
85,AStar,Maze1_easy.txt,2000,500,50,0,23.359,89,0,1.0,40.0,0.16912361820628424,0.0
86,AStar,Maze1_easy.txt,2000,540,54,0,24.6055,93,0,1.0,37.04,0.1811086702620041,0.0
87,AStar,Maze1_easy.txt,2000,560,56,0,22.8355,101,0,1.0,35.71,0.1942598135101919,0.0
88,AStar,Maze1_easy.txt,2000,540,54,0,22.9325,99,0,1.0,37.04,0.2015632590137486,0.0
89,AStar,Maze1_easy.txt,2000,590,59,0,21.4585,105,0,1.0,33.9,0.1585817102186428,0.0
90,AStar,Maze1_easy.txt,2000,570,57,0,21.469,103,0,1.0,35.09,0.1732724299060442,0.0
91,AStar,Maze1_easy.txt,2000,570,57,0,23.1715,108,0,1.0,35.09,0.1894202125374046,0.0
92,AStar,Maze1_easy.txt,2000,530,53,0,23.4875,100,0,1.0,37.74,0.20542033504243634,0.0
93,AStar,Maze1_easy.txt,2000,600,60,0,22.5735,109,0,1.0,33.33,0.14516247633820084,0.0
94,AStar,Maze1_easy.txt,2000,560,56,0,22.9085,105,0,1.0,35.71,0.19984681990626862,0.0
95,AStar,Maze1_easy.txt,2000,530,53,0,23.497,96,0,1.0,37.74,0.20258699178357298,0.0
96,AStar,Maze1_easy.txt,2000,550,55,0,22.2305,102,0,1.0,36.36,0.1989803564332585,0.0
97,AStar,Maze1_easy.txt,2000,570,57,0,22.844,106,0,1.0,35.09,0.1895760448521579,0.0
98,AStar,Maze1_easy.txt,2000,630,63,0,19.628,121,0,1.0,31.75,0.047148082213477216,0.0
99,AStar,Maze1_easy.txt,2000,570,57,0,22.4735,108,0,1.0,35.09,0.19241080790545778,0.0
100,AStar,Maze1_easy.txt,2000,620,62,0,22.21,118,0,1.0,32.26,0.11555642282876977,0.0
101,AStar,Maze1_easy.txt,2000,520,52,0,23.1645,99,0,1.0,38.46,0.2025386785305749,0.0
102,AStar,Maze1_easy.txt,2000,520,52,0,24.3815,94,0,1.0,38.46,0.19523858751980583,0.0
103,AStar,Maze1_easy.txt,2000,620,62,0,20.6405,115,0,1.0,32.26,0.10446489946479398,0.0
104,AStar,Maze1_easy.txt,2000,560,56,0,24.4955,104,0,1.0,35.71,0.18665917893860262,0.0
105,AStar,Maze1_easy.txt,2000,560,56,0,24.1415,104,0,1.0,35.71,0.1872121193019119,0.0
106,AStar,Maze1_easy.txt,2000,640,64,0,21.6375,116,0,1.0,31.25,0.06406382794520626,0.0
107,AStar,Maze1_easy.txt,2000,520,52,0,25.08,98,0,1.0,38.46,0.18764638532955769,0.0
108,AStar,Maze1_easy.txt,2000,530,53,0,24.0195,99,0,1.0,37.74,0.20500503720655106,0.0
109,AStar,Maze1_easy.txt,2000,520,52,0,23.2535,97,0,1.0,38.46,0.2037139098523198,0.0
110,AStar,Maze1_easy.txt,2000,460,46,0,26.453,82,0,1.0,43.48,0.1102733020857371,0.0
111,AStar,Maze1_easy.txt,2000,570,57,0,22.192,106,0,1.0,35.09,0.1905577238347193,0.0
112,AStar,Maze1_easy.txt,2000,530,53,0,23.643,101,0,1.0,37.74,0.2057210191816422,0.0
113,AStar,Maze1_easy.txt,2000,540,54,0,23.215,99,0,1.0,37.04,0.20237607995464335,0.0
114,AStar,Maze1_easy.txt,2000,560,56,0,22.085,106,0,1.0,35.71,0.19579666877593832,0.0
115,AStar,Maze1_easy.txt,2000,550,55,0,24.3695,104,0,1.0,36.36,0.19674438225770796,0.0
116,AStar,Maze1_easy.txt,2000,540,54,0,22.551,99,0,1.0,37.04,0.20209266126569086,0.0
117,AStar,Maze1_easy.txt,2000,550,55,0,23.113,102,0,1.0,36.36,0.20361276111858606,0.0
118,AStar,Maze1_easy.txt,2000,510,51,0,25.409,94,0,1.0,39.22,0.17314606741240712,0.0
119,AStar,Maze1_easy.txt,2000,560,56,0,24.853,102,0,1.0,35.71,0.1767587273526896,0.0
120,AStar,Maze1_easy.txt,2000,570,57,0,22.608,108,0,1.0,35.09,0.19216498520737968,0.0
121,AStar,Maze1_easy.txt,2000,480,48,0,25.1695,88,0,1.0,41.67,0.15198731022165335,0.0
122,AStar,Maze1_easy.txt,2000,540,54,0,23.3285,106,0,1.0,37.04,0.20225620160440116,0.0
123,AStar,Maze1_easy.txt,2000,600,60,0,21.2165,115,0,1.0,33.33,0.1343344896795819,0.0
124,AStar,Maze1_easy.txt,1005,270,27,0,21.4438,48,0,1.0,37.22,-0.019541681508445596,1.0
125,AStar,Maze1_easy.txt,2000,490,49,0,27.203,94,0,1.0,40.82,0.13967344402928794,0.0
126,AStar,Maze1_easy.txt,2000,520,52,0,24.702,98,0,1.0,38.46,0.19831237484586206,0.0
127,AStar,Maze1_easy.txt,2000,660,66,0,20.5055,117,0,1.0,30.3,0.030010524092211832,0.0
128,AStar,Maze1_easy.txt,2000,520,52,0,23.884,102,0,1.0,38.46,0.20654263145043034,0.0
129,AStar,Maze1_easy.txt,2000,540,54,0,22.9795,103,0,1.0,37.04,0.20436852243771975,0.0
130,AStar,Maze1_easy.txt,2000,550,55,0,21.8685,99,0,1.0,36.36,0.1900180586658527,0.0
131,AStar,Maze1_easy.txt,2000,590,59,0,22.04,110,0,1.0,33.9,0.16873368762694446,0.0
132,AStar,Maze1_easy.txt,2000,590,59,0,22.8415,111,0,1.0,33.9,0.16828205486074294,0.0
133,AStar,Maze1_easy.txt,2000,540,54,0,23.391,98,0,1.0,37.04,0.2005134634936287,0.0
134,AStar,Maze1_easy.txt,2000,600,60,0,20.669,114,0,1.0,33.33,0.1207061411405716,0.0
135,AStar,Maze1_easy.txt,2000,520,52,0,23.418,95,0,1.0,38.46,0.20230663116711756,0.0
136,AStar,Maze1_easy.txt,2000,420,42,0,28.459,80,0,1.0,47.62,0.10236777574259515,0.0
137,AStar,Maze1_easy.txt,2000,520,52,0,25.4395,93,0,1.0,38.46,0.17687609103658014,0.0
138,AStar,Maze1_easy.txt,2000,560,56,0,22.363,104,0,1.0,35.71,0.19851102633305362,0.0
139,AStar,Maze1_easy.txt,2000,600,60,0,21.9695,116,0,1.0,33.33,0.1380227224664441,0.0
140,AStar,Maze1_easy.txt,2000,550,55,0,24.0955,105,0,1.0,36.36,0.19414403474595543,0.0
141,AStar,Maze1_easy.txt,2000,510,51,0,25.116,96,0,1.0,39.22,0.17862819968549531,0.0
142,AStar,Maze1_easy.txt,2000,460,46,0,25.4335,87,0,1.0,43.48,0.12680523895215678,0.0
143,AStar,Maze1_easy.txt,2000,490,49,0,25.571,93,0,1.0,40.82,0.17125315187928075,0.0
144,AStar,Maze1_easy.txt,2000,610,61,0,22.267,114,0,1.0,32.79,0.12652732080831586,0.0
145,AStar,Maze1_easy.txt,2000,560,56,0,22.8085,98,0,1.0,35.71,0.19147625721429856,0.0
146,AStar,Maze1_easy.txt,2000,550,55,0,23.367,106,0,1.0,36.36,0.2002269061194239,0.0
147,AStar,Maze1_easy.txt,2000,540,54,0,22.4705,97,0,1.0,37.04,0.1998539777102027,0.0
148,AStar,Maze1_easy.txt,2000,530,53,0,24.4065,102,0,1.0,37.74,0.20432126897447184,0.0
149,AStar,Maze1_easy.txt,2000,570,57,0,21.7625,107,0,1.0,35.09,0.1844303289660622,0.0
150,AStar,Maze1_easy.txt,2000,550,55,0,23.693,104,0,1.0,36.36,0.2005943728892779,0.0
151,AStar,Maze1_easy.txt,2000,630,63,0,21.034,114,0,1.0,31.75,0.07510254280569817,0.0
152,AStar,Maze1_easy.txt,2000,580,58,0,23.126,109,0,1.0,34.48,0.17130212327173144,0.0
153,AStar,Maze1_easy.txt,2000,510,51,0,23.755,98,0,1.0,39.22,0.18955329727897136,0.0
154,AStar,Maze1_easy.txt,2000,570,57,0,22.1635,108,0,1.0,35.09,0.1902603852547251,0.0
155,AStar,Maze1_easy.txt,2000,500,50,0,23.5795,95,0,1.0,40.0,0.17875626289951457,0.0
156,AStar,Maze1_easy.txt,2000,530,53,0,25.2925,98,0,1.0,37.74,0.1871466843960029,0.0
157,AStar,Maze1_easy.txt,2000,560,56,0,22.8195,100,0,1.0,35.71,0.1942640864998162,0.0
158,AStar,Maze1_easy.txt,2000,540,54,0,22.4665,101,0,1.0,37.04,0.20028907573403681,0.0
159,AStar,Maze1_easy.txt,2000,510,51,0,25.1055,99,0,1.0,39.22,0.17880285330605755,0.0
160,AStar,Maze1_easy.txt,2000,610,61,0,21.7275,115,0,1.0,32.79,0.12403897640322581,0.0
161,AStar,Maze1_easy.txt,2000,520,52,0,23.333,93,0,1.0,38.46,0.19615482068955242,0.0
162,AStar,Maze1_easy.txt,2000,540,54,0,22.5475,105,0,1.0,37.04,0.201471111414756,0.0
163,AStar,Maze1_easy.txt,2000,560,56,0,22.9775,102,0,1.0,35.71,0.19964404176368367,0.0
164,AStar,Maze1_easy.txt,2000,560,56,0,24.2025,104,0,1.0,35.71,0.1872121193019119,0.0
165,AStar,Maze1_easy.txt,2000,590,59,0,21.7965,108,0,1.0,33.9,0.16681364739194904,0.0
166,AStar,Maze1_easy.txt,2000,580,58,0,21.799,108,0,1.0,34.48,0.1736683852569006,0.0
167,AStar,Maze1_easy.txt,2000,580,58,0,21.8655,104,0,1.0,34.48,0.16861470303056025,0.0
168,AStar,Maze1_easy.txt,2000,550,55,0,22.042,101,0,1.0,36.36,0.19543043344999855,0.0
169,AStar,Maze1_easy.txt,2000,570,57,0,22.7625,106,0,1.0,35.09,0.1895760448521579,0.0
170,AStar,Maze1_easy.txt,2000,560,56,0,21.3045,105,0,1.0,35.71,0.1755195483223052,0.0
171,AStar,Maze1_easy.txt,2000,630,63,0,21.734,109,0,1.0,31.75,0.07856754761537288,0.0
172,AStar,Maze1_easy.txt,2000,590,59,0,22.306,109,0,1.0,33.9,0.16712391665632886,0.0
173,AStar,Maze1_easy.txt,2000,540,54,0,24.1885,96,0,1.0,37.04,0.1925050688057794,0.0
174,AStar,Maze1_easy.txt,2000,580,58,0,22.6735,110,0,1.0,34.48,0.17546939448641374,0.0
175,AStar,Maze1_easy.txt,2000,500,50,0,25.464,95,0,1.0,40.0,0.1727371766828681,0.0
176,AStar,Maze1_easy.txt,2000,500,50,0,24.85,93,0,1.0,40.0,0.1771761481024493,0.0
177,AStar,Maze1_easy.txt,2000,560,56,0,23.304,102,0,1.0,35.71,0.19493787671287388,0.0
178,AStar,Maze1_easy.txt,2000,620,62,0,21.1285,117,0,1.0,32.26,0.10970327192315293,0.0
179,AStar,Maze1_easy.txt,2000,620,62,0,22.1755,117,0,1.0,32.26,0.11829980031854637,0.0
180,AStar,Maze1_easy.txt,2000,570,57,0,21.735,107,0,1.0,35.09,0.1829751564297482,0.0
181,AStar,Maze1_easy.txt,2000,540,54,0,23.2625,100,0,1.0,37.04,0.20237607995464335,0.0
182,AStar,Maze1_easy.txt,2000,580,58,0,21.7665,112,0,1.0,34.48,0.17489853503544717,0.0
183,AStar,Maze1_easy.txt,2000,530,53,0,23.13,101,0,1.0,37.74,0.2038195532136557,0.0
184,AStar,Maze1_easy.txt,2000,520,52,0,22.521,98,0,1.0,38.46,0.1934584186822565,0.0
185,AStar,Maze1_easy.txt,2000,570,57,0,22.9735,107,0,1.0,35.09,0.19031685320932762,0.0
186,AStar,Maze1_easy.txt,2000,610,61,0,21.1805,112,0,1.0,32.79,0.11953615716348726,0.0
187,AStar,Maze1_easy.txt,2000,540,54,0,23.208,101,0,1.0,37.04,0.20288195859730734,0.0
188,AStar,Maze1_easy.txt,2000,530,53,0,24.3715,96,0,1.0,37.74,0.19865352808361464,0.0
189,AStar,Maze1_easy.txt,2000,550,55,0,22.1925,106,0,1.0,36.36,0.19842153653434308,0.0
190,AStar,Maze1_easy.txt,2000,550,55,0,22.8625,100,0,1.0,36.36,0.2012417169930456,0.0
191,AStar,Maze1_easy.txt,2000,530,53,0,23.328,100,0,1.0,37.74,0.20702278297957621,0.0
192,AStar,Maze1_easy.txt,2000,540,54,0,23.6295,102,0,1.0,37.04,0.20172786078152488,0.0
193,AStar,Maze1_easy.txt,2000,500,50,0,25.0955,95,0,1.0,40.0,0.17684657940231718,0.0
194,AStar,Maze1_easy.txt,2000,550,55,0,23.484,99,0,1.0,36.36,0.1969038821188615,0.0
195,AStar,Maze1_easy.txt,2000,510,51,0,24.743,96,0,1.0,39.22,0.18644158015125178,0.0
196,AStar,Maze1_easy.txt,2000,540,54,0,21.913,105,0,1.0,37.04,0.19242102464074462,0.0
197,AStar,Maze1_easy.txt,2000,570,57,0,21.7915,107,0,1.0,35.09,0.1848051561722608,0.0
198,AStar,Maze1_easy.txt,2000,520,52,0,23.089,94,0,1.0,38.46,0.19628436945945582,0.0
199,AStar,Maze1_easy.txt,2000,570,57,0,22.356,106,0,1.0,35.09,0.19022912974778866,0.0
200,AStar,Maze1_easy.txt,2000,540,54,0,23.215,100,0,1.0,37.04,0.20237607995464335,0.0
201,AStar,Maze2_medium.txt,2000,520,52,0,23.1765,168,0,1.0,38.46,0.1984870996797799,0.0
202,AStar,Maze2_medium.txt,2000,630,63,0,19.471,168,0,1.0,31.75,0.045251221995836644,0.0
203,AStar,Maze2_medium.txt,2000,500,50,0,24.2185,172,0,1.0,40.0,0.1937642182590914,0.0
204,AStar,Maze2_medium.txt,2000,570,57,0,20.883,166,0,1.0,35.09,0.1614730800672008,0.0
205,AStar,Maze2_medium.txt,2000,510,51,0,22.7075,127,0,1.0,39.22,0.19056460174176132,0.0
206,AStar,Maze2_medium.txt,2000,530,53,0,23.534,156,0,1.0,37.74,0.20780764666572749,0.0
207,AStar,Maze2_medium.txt,2000,600,60,0,20.243,154,0,1.0,33.33,0.12137800532651066,0.0
208,AStar,Maze2_medium.txt,2000,440,44,0,25.85,154,0,1.0,45.45,0.17865999490688705,0.0
209,AStar,Maze2_medium.txt,2000,540,54,0,22.5975,140,0,1.0,37.04,0.2026733928585735,0.0
210,AStar,Maze2_medium.txt,2000,510,51,0,24.6345,149,0,1.0,39.22,0.19792422560592848,0.0
211,AStar,Maze2_medium.txt,2000,520,52,0,24.111,162,0,1.0,38.46,0.20598995909810586,0.0
212,AStar,Maze2_medium.txt,2000,520,52,0,22.829,158,0,1.0,38.46,0.20246643745852994,0.0
213,AStar,Maze2_medium.txt,2000,540,54,0,22.7385,166,0,1.0,37.04,0.20692646106311918,0.0
214,AStar,Maze2_medium.txt,2000,570,57,0,21.994,163,0,1.0,35.09,0.18872859376697332,0.0
215,AStar,Maze2_medium.txt,2000,630,63,0,18.946,187,0,1.0,31.75,0.022357445718146463,0.0
216,AStar,Maze2_medium.txt,2000,530,53,0,22.5525,154,0,1.0,37.74,0.2036513622055785,0.0
217,AStar,Maze2_medium.txt,2000,570,57,0,21.0415,166,0,1.0,35.09,0.1622918070615904,0.0
218,AStar,Maze2_medium.txt,2000,490,49,0,25.5705,148,0,1.0,40.82,0.19465751192905317,0.0
219,AStar,Maze2_medium.txt,2000,520,52,0,23.109,145,0,1.0,38.46,0.2028365005344711,0.0
220,AStar,Maze2_medium.txt,2000,530,53,0,23.607,148,0,1.0,37.74,0.20849206039406304,0.0
221,AStar,Maze2_medium.txt,2000,530,53,0,22.333,180,0,1.0,37.74,0.1825651726659837,0.0
222,AStar,Maze2_medium.txt,2000,500,50,0,24.8745,166,0,1.0,40.0,0.19356655685304552,0.0
223,AStar,Maze2_medium.txt,2000,510,51,0,23.5485,171,0,1.0,39.22,0.19408041679460947,0.0
224,AStar,Maze2_medium.txt,2000,550,55,0,22.743,155,0,1.0,36.36,0.2085751028346025,0.0
225,AStar,Maze2_medium.txt,2000,540,54,0,22.0175,170,0,1.0,37.04,0.19559495819058947,0.0
226,AStar,Maze2_medium.txt,2000,550,55,0,21.59,157,0,1.0,36.36,0.1947921785979232,0.0
227,AStar,Maze2_medium.txt,2000,540,54,0,22.355,172,0,1.0,37.04,0.1990695631401062,0.0
228,AStar,Maze2_medium.txt,2000,520,52,0,22.985,143,0,1.0,38.46,0.2024839397821379,0.0
229,AStar,Maze2_medium.txt,2000,550,55,0,21.8715,163,0,1.0,36.36,0.1956265976296262,0.0
230,AStar,Maze2_medium.txt,2000,610,61,0,22.459,160,0,1.0,32.79,0.1313504860964292,0.0
231,AStar,Maze2_medium.txt,2000,520,52,0,24.286,153,0,1.0,38.46,0.2059458653072031,0.0
232,AStar,Maze2_medium.txt,524,120,12,0,25.4389,50,0,1.0,43.67,0.05390460119913376,0.0
233,AStar,Maze2_medium.txt,2000,550,55,0,23.598,158,0,1.0,36.36,0.20491681137833212,0.0
234,AStar,Maze2_medium.txt,2000,480,48,0,25.7385,139,0,1.0,41.67,0.18051353147456517,0.0
235,AStar,Maze2_medium.txt,2000,530,53,0,22.669,154,0,1.0,37.74,0.2067745058339216,0.0
236,AStar,Maze2_medium.txt,2000,570,57,0,21.5005,162,0,1.0,35.09,0.18301333532122244,0.0
237,AStar,Maze2_medium.txt,2000,550,55,0,22.357,171,0,1.0,36.36,0.19711190355706104,0.0
238,AStar,Maze2_medium.txt,2000,550,55,0,21.426,145,0,1.0,36.36,0.18845586300300543,0.0
239,AStar,Maze2_medium.txt,2000,550,55,0,21.7635,148,0,1.0,36.36,0.19793342563498456,0.0
240,AStar,Maze2_medium.txt,2000,550,55,0,21.245,168,0,1.0,36.36,0.18098948024548583,0.0
241,AStar,Maze2_medium.txt,2000,530,53,0,25.0005,163,0,1.0,37.74,0.1934879715407845,0.0
242,AStar,Maze2_medium.txt,2000,570,57,0,20.719,175,0,1.0,35.09,0.1469137201151106,0.0
243,AStar,Maze2_medium.txt,2000,470,47,0,26.1055,151,0,1.0,42.55,0.17481442595764624,0.0
244,AStar,Maze2_medium.txt,2000,540,54,0,22.7655,144,0,1.0,37.04,0.2064227549414046,0.0
245,AStar,Maze2_medium.txt,2000,580,58,0,22.7285,148,0,1.0,34.48,0.17983005685343834,0.0
246,AStar,Maze2_medium.txt,2000,620,62,0,20.3035,182,0,1.0,32.26,0.07101045011590723,0.0
247,AStar,Maze2_medium.txt,2000,470,47,0,25.0435,157,0,1.0,42.55,0.17912602972876718,0.0
248,AStar,Maze2_medium.txt,2000,670,67,0,19.8525,176,0,1.0,29.85,0.009363476387202141,0.0
249,AStar,Maze2_medium.txt,2000,500,50,0,23.609,147,0,1.0,40.0,0.19575258367165244,0.0
